division	gender	conference	state	city	abbreviation	name	website	twitter	instagram	facebook	map
d1  	women	BWC      	HI	Honolulu           	UH           	University of Hawaiii                                     	https://hawaiiathletics.com/sports/womens-tennis	UofHawaiiTennis	hawaiiwomenstennis	RainbowWahineTennis	https://goo.gl/maps/VcRVVxzzkMt9wpMp7
d1  	women	BWC      	CA	Long Beach         	LBSU         	California State University, Long Beach                   	https://longbeachstate.com/index.aspx?path=wten	LBSUBeachTennis	lbsutennis	LBStateWomensTennis	https://goo.gl/maps/XUnK94SNL6PsNh8JA
d1  	women	BWC      	CA	Davis              	             	University of California, Davis                           	https://ucdavisaggies.com/index.aspx?path=wten	ucdaviswtennis	ucdaviswtennis	ucdaviswtennis	https://goo.gl/maps/iARKpzZ7xfG24iNR8
d1  	women	BWC      	CA	Irvine             	UCI          	University of California, Irvine                          	https://ucirvinesports.com/sports/womens-tennis	UCIwtennis	uciwten	UCIwten	https://goo.gl/maps/KiCmavNhzqpP4m8V7
d1  	women	BWC      	CA	Riverside          	UCR          	University of California, Riverside                       	https://gohighlanders.com/index.aspx?path=wten	ucr_athletics	uciwten	ucrwomenstennis	https://goo.gl/maps/2ZkrACiZVqdDZVJY8
d1  	women	BWC      	CA	Santa Barbara      	UCSB         	University of California, Santa Barbara                   	https://www.ucsbgauchos.com/sports/w-tennis/index	UCSBWTennis	ucsbwtennis	UCSB-Womens-Tennis-362699920477937	https://goo.gl/maps/4T5o1Uh8GVNn7WuDA
d1  	women	BWC      	CA	La Jolla           	UCSD         	University of California, San Diego                       	https://ucsdtritons.com/index.aspx?path=wten	ucsdwtennis	ucsdwtennis	UCSDTritons	https://goo.gl/maps/m6Kev63cXUxwUiaYA
d1  	women	CAA      	SC	Charleston         	CofC         	College of Charleston                                     	https://cofcsports.com/index.aspx?path=wten	CofCTennis	cofcwomenstennis	College-of-Charleston-Womens-Tennis-Team-169881083037218	https://goo.gl/maps/f31qPzYe68VLVsg77
d1  	women	CAA      	DE	Newark             	UD           	University of Delware                                     	https://bluehens.com/index.aspx?path=wten	DelawareWTEN	delawarewtennis	UDBlueHens	https://goo.gl/maps/gYQBEtZmrL8m224h9
d1  	women	CAA      	PA	Philadelphia       	DU           	Drexel University                                         	https://drexeldragons.com/sports/womens-tennis	DrexelTennis	drexeltennis	DrexelUniversityTennis	https://goo.gl/maps/S7XzNxvunjWGXWVf7
d1  	women	CAA      	NC	Elon               	             	Elon University                                           	https://elonphoenix.com/sports/womens-tennis	ElonWTennis	elonwtennis	ElonWTennis	https://goo.gl/maps/YoFzLmc4TXCgUCZq8
d1  	women	CAA      	NY	Hempstead          	HU           	Hofstra University                                        	https://gohofstra.com/index.aspx?path=wten	HofstraTennis1	hofstratennis1	hofstratennis1	https://goo.gl/maps/M69GwU5vCbhJCP376
d1  	women	CAA      	VA	Harrisonburg       	JMU          	James Madison University                                  	https://jmusports.com/index.aspx?path=wten	JMUWTennis	jmuwtennis	JMUWTennis	https://goo.gl/maps/75snnoiCTE8LtCRx6
d1  	women	CAA      	MD	Towson             	TU           	Towson University                                         	https://towsontigers.com/sports/womens-tennis	Towson_WTEN	towsontennis	TowsonWomensTennis	https://goo.gl/maps/obuH6S6UouHmVt2V8
d1  	women	CAA      	NC	Wilmington         	UNCW         	University of North Carolina at Wilmington                	https://uncwsports.com/sports/womens-tennis	UNCWWTennis	uncwwomenstennis	UNCWWTennis	https://goo.gl/maps/vDVYMiVtuj711rHQ6
d1  	women	CAA      	VA	Williamsburg       	WM           	College of William & Mary                                 	https://tribeathletics.com/index.aspx?path=wten	WMTribeWTennis	wmtribewtennis	WMTribeWTennis	https://goo.gl/maps/4xShDz7saUUPFTfXA
d1  	women	C-USA    	NC	Charlotte          	             	University of North Carolina at Charlotte                 	https://charlotte49ers.com/sports/womens-tennis	CharlotteWTen	charlottewten	charlotte49ers	https://goo.gl/maps/9guTs4W2iVnaWBzHA
d1  	women	C-USA    	FL	Boca Raton         	FAU          	Florida Atlantic University                               	https://fausports.com/index.aspx?path=wten	FAUWTennis	fauwtennis	FAUWTennis	https://goo.gl/maps/YVmucLi6tfdYzRvf8
d1  	women	C-USA    	FL	Miami              	FIU          	Florida International University                          	https://fiusports.com/sports/womens-tennis	FIUwomenstennis	fiuwomenstennis	FIUWTennis	https://goo.gl/maps/L2NtJ3ab9VRhvDq79
d1  	women	C-USA    	LA	Rouston            	La Tech      	Louisiana Tech University                                 	https://latechsports.com/index.aspx?path=wten	LATechTEN	latechtennis	LATechTennis	https://goo.gl/maps/uJ6Sd3tdXNLPjtsp9
d1  	women	C-USA    	WV	Huntington         	MU           	Marshall University                                       	https://herdzone.com/index.aspx?path=wten	Herd_Tennis	herdtennis	herdtennis	https://goo.gl/maps/MHG9qw1PnoJWirH26
d1  	women	C-USA    	TN	Murfreesboro       	MTSU         	Middle Tennessee State University                         	https://goblueraiders.com/index.aspx?path=wten	mt_womenstennis	mt_womenstennis	BlueRaiderWomensTennis	https://goo.gl/maps/QqnMmuGabfoWoa8e6
d1  	women	C-USA    	TX	Denton             	UNT          	University of North Texas                                 	https://meangreensports.com/index.aspx?path=wten	meangreentennis	meangreenwtennis	MeanGreenTennis	https://goo.gl/maps/fzi4zvBYoYuEu9F3A
d1  	women	C-USA    	VA	Norfolk            	ODU          	Old Dominion University                                   	https://odusports.com/index.aspx?path=wten	ODUWomensTennis	oduwomenstennis	ODUWomensTennis	https://goo.gl/maps/7SjktVwqeEakLhDQ8
d1  	women	C-USA    	TX	Houston            	             	Rice University                                           	https://riceowls.com/sports/womens-tennis	RiceWTennis	ricewtennis	RiceWTennis	https://goo.gl/maps/ggsZGWqKedDJTuRd8
d1  	women	C-USA    	MS	Hattiesburg        	Southern Miss	University of Southern Mississippi                        	https://southernmiss.com/index.aspx?path=wten	SouthernMissWTN	southernmissathletics	Southern-Miss-Womens-Tennis-174425902579287	https://goo.gl/maps/AFaD75CKZiY7kB779
d1  	women	C-USA    	AL	Birmingham         	UAB          	University of Alabama at Birmingham                       	https://uabsports.com/index.aspx?path=wten	UAB_WTN	uab_wtn	UAB-Womens-Tennis-293352913032	https://goo.gl/maps/ZGQRxHLgUMzmuyKj9
d1  	women	C-USA    	TX	El Paso            	UTEP         	University of Texas, El Paso                              	https://utepminers.com/index.aspx?path=wten	UTEPWTennis	utep_tennis	UTEPTennis	https://goo.gl/maps/t3DNvsCkufiszmGM9
d1  	women	C-USA    	TX	San Antonio        	UTSA         	University of Texas, San Antonio                          	https://goutsa.com/index.aspx?path=wten	UTSAWT	utsawt	UTSAWT	https://www.google.com/maps/place/Tennis+Courts,+Walter+Brennan+Avenue,+San+Antonio,+TX+78249/@29.586259,-98.621736,16z/data=!4m2!3m1!1s0x0:0xbf4d64a64f1f7b35
d1  	women	C-USA    	KY	Bowling Green      	WKU          	Western Kentucky University                               	https://wkusports.com/index.aspx?path=wten	WKUSports	wkusports	WKUAthletics	https://goo.gl/maps/3YPzCVcjyQ4aDLUS8
d1  	women	         	OH	Cleveland          	CSU          	Cleveland State University                                	https://www.csuvikings.com/sports/w-tennis/index	CSU_WTennis	csu_womenstennis	Cleveland-State-Tennis-199225610092066	https://goo.gl/maps/gxevR1qefvxZ4hAQ7
d1  	women	         	IN	Indianapolis       	IUPUI        	Indiana University-Purdue University Indianapolis         	https://g.page/WestIndy?share	IUPUIWTennis	iupuiwtennis	IUPUI-Womens-Tennis-1490620017831640	
d1  	women	         	IL	Chicago            	UIC          	University of Illinois, Chicago                           	https://uicflames.com/sports/womens-tennis	UICTennis	uictennis	UIC-Flames-Womens-Tennis-349916458419149	https://goo.gl/maps/uEgigEbikiXGE4bm9
d1  	women	         	WI	Milwaukee          	UWM          	University of Wisconsin-Milwaukee                         	https://mkepanthers.com/sports/womens-tennis	MKE_Tennis	mkepanthers	MKEPanthers	https://goo.gl/maps/pPBeCRakmW4g86Xz9
d1  	women	         	KY	Highland Heights   	NKU          	Northern Kentucky University                              	https://nkunorse.com/sports/womens-tennis	NKUNorseTennis	nkunorse	nkunorsetennis	https://goo.gl/maps/fxHYnrZmqTfzbppo6
d1  	women	         	MI	Rochester          	OU           	Oakland University                                        	https://goldengrizzlies.com/index.aspx?path=wten	OaklandWTennis	golden_grizzlies	goldengrizzlies	https://goo.gl/maps/6DHUeXCdr3LXUhjM8
d1  	women	         	OH	Youngstown         	YSU          	Youngstown State University                               	https://www.ysusports.com/sports/wten/index	ysuwomenstennis	ysuwomenstennis	ysuwomenstennis	https://goo.gl/maps/UtruHihPEZzCGLkQ6
d1  	women	         	NY	Vestal             	BU           	Binghamton University                                     	https://bubearcats.com/sports/womens-tennis	BU_Bearcats	binghamtonwtennis	Binghamton-Womens-Tennis-237084203101944	https://goo.gl/maps/zz4J2vpZ5tz8nCQN7
d1  	women	IL       	RI	Providence         	BU           	Brown University                                          	https://brownbears.com/index.aspx?path=wten	Brownwtennis	brownwnstennis	Brownwomenstennis	https://goo.gl/maps/s7iN8cGofYRDwgHf6
d1  	women	IL       	NY	New York           	CU           	Columbia University                                       	https://gocolumbialions.com/index.aspx?path=wten	CU_WT	columbiawomenstennis	ColumbiaWomensTennis	https://goo.gl/maps/31Eap2y2wqQPBD1j7
d1  	women	IL       	NY	Ithaca             	             	Cornell University                                        	https://cornellbigred.com/index.aspx?path=wten	CORNELL_wTENNIS	cornell_wtennis	cornellmenstennis	https://goo.gl/maps/dMU3subBqf1Hi6jr8
d1  	women	IL       	NH	Hanover            	             	Dartmouth College                                         	https://dartmouthsports.com/index.aspx?path=wten	Dartmouth10s_w	dartmouthwtennis	Dartmouth.Tennis	https://goo.gl/maps/diL2qc8cMS2JKDUA7
d1  	women	IL       	MA	Cambridge          	HU           	Harvard University                                        	https://www.gocrimson.com/sports/wten/index	HarvardWTennis	harvardwomenstennis	Harvard-Womens-Tennis-309710646033629	https://goo.gl/maps/Q5ef3AzRhHKQNXsA6
d1  	women	IL       	PA	Philadelphia       	Penn         	University of Pennsylvenia                                	https://pennathletics.com/index.aspx?path=wten	pennwtennis	pennathletics	PennWomensTennis	https://goo.gl/maps/4G2oSFURzm7mBpw78
d1  	women	IL       	NJ	Princeton          	PU           	Princeton University                                      	https://goprincetontigers.com/index.aspx?path=wten	PrincetonTennis	princetonwtennis	Princeton-Womens-Tennis-165699793540443	https://goo.gl/maps/s3BK1Pzd5DbewGJD6
d1  	women	IL       	CT	New Heaven         	YU           	Yale University                                           	https://yalebulldogs.com/index.aspx?path=wten	YaleWTennis	yalewtennis	yalewtennis	https://goo.gl/maps/9W1wuCmHzL5LVS328
d1  	women	MAAC     	CT	Fairfield          	FU           	Fairfield University                                      	https://fairfieldstags.com/index.aspx?path=wten	Stags_Tennis	stagstennis	FairfieldWomensTennis	https://goo.gl/maps/oEsUboGNxgKt5P1s5
d1  	women	MAAC     	NY	Poughkeepsie       	MC           	Marist College                                            	https://goredfoxes.com/index.aspx?path=wten	MaristTennis	maristtennis	MaristTennis	https://goo.gl/maps/GvnfpHBFZjECk9FR9
d1  	women	MAAC     	NJ	West Long Branch   	MU           	Monmouth University                                       	https://monmouthhawks.com/index.aspx?path=wten	MonmouthWTen	monmouthwten	MonmouthUniversityWomensTennis	https://goo.gl/maps/FxxyELZB7gUSYLCP6
d1  	women	MAAC     	NY	Niagara Falls      	NU           	Niagara University                                        	https://purpleeagles.com/index.aspx?path=wten	NiagaraWTN	niagarawtn	LUWTennis	https://goo.gl/maps/yBNMLqaguMSCxYuq9
d1  	women	MAAC     	CT	Hamden             	QU           	Quinnipac University                                      	https://gobobcats.com/sports/womens-tennis	QU_WTEN	qu_wten	QUBobcats.Tennis	https://goo.gl/maps/2Je3Xi3pEhKpJuud6
d1  	women	MAAC     	NJ	Lawrenceville      	RU           	Rider University                                          	https://gobroncs.com/index.aspx?path=wten	RUBroncsTennis	riderathletics	riderbroncstennis	https://goo.gl/maps/iXF9kiFGF241WZc36
d1  	women	MAAC     	NY	Loudonville        	SC           	Siena College                                             	https://sienasaints.com/index.aspx?path=wten	SienaWTennis	sienawtennis	SienaWomensTennis	https://goo.gl/maps/BpdDbiWpr42B9X4TA
d1  	women	MAC      	IN	Muncie             	BSU          	Ball State University                                     	https://ballstatesports.com/index.aspx?path=wten	BallStateWTNS	ballstatewtns	Ball-State-Womens-Tennis-128580037164321	https://goo.gl/maps/8sSmSjSuWYCR4Sx97
d1  	women	MAC      	OH	Bowling Green      	BGSU         	Bowling Green State University                            	https://bgsufalcons.com/index.aspx?path=wten	BGSUTennis	sienawtennis	bgsuwtennis	https://goo.gl/maps/UBUwQfm3oN5Was1k8
d1  	women	MAC      	NY	Buffalo            	UB           	University of Buffalo                                     	https://ubbulls.com/index.aspx?path=wten	ubwomentennis	ubwomenstennis	UB-Womens-Tennis-1518395558405168	https://goo.gl/maps/nyygMEhbTpj8RW4g6
d1  	women	MAC      	MI	Ypsilanti          	EMU          	Eastern Michigan University                               	https://emueagles.com/sports/womens-tennis	TennisEmu	emuathletics	Eastern-Michigan-University-Womens-Tennis-1649594975304090	https://goo.gl/maps/kY4ieSp8LUe5YaJH7
d1  	women	MAC      	OH	Oxford             	MUO          	Miami University-Ohio                                     	https://g.page/miamirecsports?share	miamioh_tennis	miamioh_wtennis	MiamiOHTennis	
d1  	women	MAC      	IL	DeKalb             	NIU          	Northern Illinois University                              	https://niuhuskies.com/index.aspx?path=wten	NIUMensTennis	niuwtennis	NIU-Huskie-Womens-Tennis-315788660844	https://goo.gl/maps/6DAqd5jLvfyFuvbg9
