division	gender	conference	state	city	abbreviation	name	website	twitter	instagram	facebook	map
d3  	women	NACC     	IL	River Forest       	CUC          	Concordia University Chicago                              	https://www.cucougars.com/index.aspx?path=wten	cuchicagosports	cucougars	pages/category/Company/Concordia-Chicago-Athletics-134254799950408	https://goo.gl/maps/c4WgyGvd5x7Rsnt79
d3  	women	NACC     	WI	Mequon             	CUW          	Concordia University Wisconsin                            	https://www.cuwfalcons.com/sports/wten/index	cuwwten	cuwfalcons	CUWtennis	https://goo.gl/maps/bCMr9kDqFtHQN8UN7
d3  	women	NACC     	IL	River Forest       	DU           	Dominican University                                      	https://dustars.com/index.aspx?path=wten	du_stars	du_stars	DomStars	https://goo.gl/maps/cSkDiXUK2iUtRFg18
d3  	women	NACC     	WI	Madison            	EC           	Edgewood College                                          	https://edgewoodcollegeeagles.com/index.aspx?path=wten	tweagletennis	edgewoodeagles	EdgewoodCollegeTennis	https://goo.gl/maps/CNYFNxUDA5WB1AXj8
d3  	women	NACC     	IL	Chicago            	IIT          	Illinois Institute of Technology                          	https://www.illinoistechathletics.com/sports/wten/index	iltechathletics	illinoistechathletics	iittennis	https://goo.gl/maps/57LVRfjsECHQzGZ88
d3  	women	NACC     	WI	Sheboygan          	LU           	Lakeland University                                       	https://lakelandmuskies.com/index.aspx?path=wten	muskieswtn	lumuskies	LUWomensTennis	https://goo.gl/maps/AZLnaeqAwxpMyjvi6
d3  	women	NACC     	WI	Milwaukee          	MSOE         	Milwaukee School of Engineering                           	https://www.go-raiders.com/sports/wten/index	msoe_raiders	msoe_raiders	MSOE-Raiders-144006958970260/posts	https://goo.gl/maps/R9vKwXLdEkrD6YZd7
d3  	women	NACC     	WI	Fond du Lac        	MU           	Marian University                                         	https://www.sabreathletics.com/sports/wten/index	musabres	musabres	MUSabres	https://goo.gl/maps/CjurVd1begU4ngue9
d3  	women	NACC     	MI	Milwaukee          	MMU          	Mount Mary University                                     	https://mtmaryathletics.com/sports/wten/index	mtmaryathletics	mtmaryathletics	MountMaryAthletics	https://goo.gl/maps/7j2iyGbe3yPT5rTH6
d3  	women	NACC     	WI	Milwaukee          	WLC          	Wisconsin Lutheran College                                	https://www.wlcsports.com/sports/wten/index	wlc_wten	wlcsports	Wisconsin-Lutheran-College-Womens-Tennis-100196901672083	https://goo.gl/maps/wdhtn8QXAZeq6oG4A
d3  	women	NWC      	OR	Newberg            	GFU          	George Fox University                                     	https://g.page/george-fox-newberg?share	gfutennis	georgefoxwomenstennis	GeorgeFoxUniversityAthletics	
d3  	women	NWC      	OR	Portland           	LCC          	Lewis & Clark College                                     	https://www.lcpioneers.com/sports/wten/index	lcpiosten	lcpioneers	LCPiosTEN	https://goo.gl/maps/wNxNdtruEVLXVX9t7
d3  	women	NWC      	OR	McMinnville        	LU           	Linfield University                                       	https://g.page/linfield-mcminnville?share	linfieldwtennis	linfieldwtennis	LinfieldWTennis	
d3  	women	NWC      	OR	Forest Grove       	PU           	Pacific University                                        	https://goboxers.com/index.aspx?path=wten	goboxers	boxerwtennis	PacificUniversityWomensTennis	https://goo.gl/maps/DmEuCEaCdCQDozqy7
d3  	women	NWC      	WA	Tacoma             	PLU          	Pacific Lutheran University                               	https://golutes.com/index.aspx?path=wten	golutes	pluwtennis	PLUWTennis	https://goo.gl/maps/WZzp1zfggdbiLDaN8
d3  	women	NWC      	WA	Tacoma             	UPS          	University of Puget Sound                                 	https://www.loggerathletics.com/sports/wten/index	p_s_tennis	psloggers	pages/category/School-Sports-Team/University-of-Puget-Sound-Tennis-272675532933463	https://goo.gl/maps/bVLaNQAAr5xHVpoc9
d3  	women	NWC      	WA	Walla Walla        	WC           	Whitman College                                           	https://p.facebook.com/WhitmanWomensTennis	whitwomentennis	whitmanwomenstennis		https://goo.gl/maps/Hmvwv9J1Ty46eepb8
d3  	women	NWC      	WA	Spokane            	WU           	Whitworth University                                      	https://www.whitworthpirates.com/sports/wten/index	wuwomentennis	whitworthtennis	WhitworthPirates	https://goo.gl/maps/cA9sn5kupkgJkSGbA
d3  	women	NWC      	OR	Salem              	WU           	Willamette University                                     	https://www.wubearcats.com/sports/wten/index	wubearcats	willamettewten	WillametteWTEN	https://goo.gl/maps/YMeVBqctj18QAXEu9
d3  	women	OAC      	OH	Berea              	BWU          	Baldwin Wallace University                                	https://www.bwyellowjackets.com/sports/wten/index	bwathletics	baldwinwallacesports	Baldwin-Wallace-University-Tennis-435089489912578	https://goo.gl/maps/1Hgti7SoWWRDcrWs9
d3  	women	OAC      	OH	Columbus           	CU           	Capital University                                        	https://athletics.capital.edu/index.aspx?path=wten	capcrusaders	capcrusaders	CapitalUniversityAthletics	https://goo.gl/maps/9RLYjukd6JeSoyiw8
d3  	women	OAC      	OH	Tiffin             	HU           	Heidelberg University                                     	http://bergathletics.com/sports/womens-tennis	hberg_tennis	bergathletics	bergathletics	https://goo.gl/maps/Vk9zeKvTNnPCLth98
d3  	women	OAC      	OH	University Heights 	JCU          	John Carroll University                                   	https://jcusports.com/index.aspx?path=mten	jcutennis	jcusports	jcusports	https://goo.gl/maps/jZCMLxjnxQFhr2nh9
d3  	women	OAC      	OH	Marietta           	MC           	Marietta College                                          	https://pioneers.marietta.edu/sports/womens-tennis	marietta_tennis	mariettapioneer	MariettaCollege	https://goo.gl/maps/FnW6M5EeAEAdE52w5
d3  	women	OAC      	OH	Alliance           	UMU          	University of Mount Union                                 	http://athletics.mountunion.edu/sports/wten/index	purpleraiders	purpleraiders	purpleraiders	https://goo.gl/maps/aqRtkwe1Jasdc2Sa9
d3  	women	OAC      	OH	New Concord        	MU           	Muskingum University                                      	https://www.fightingmuskies.com/sports/wten/index	MuskingumTennis	fightingmuskies	MuskingumTennis	https://goo.gl/maps/3TTb7CG3CrFg6uA47
d3  	women	OAC      	OH	Ada                	ONU          	Ohio Northern University                                  	https://www.onusports.com/sports/wten/index	onu_tennis	ohionorthern	permalink.php?id=144049985624616&story_fbid=3620299461332967	https://goo.gl/maps/LxuH6yz633aUQ1ja9
d3  	women	OAC      	OH	Westerville        	OU           	Otterbein University                                      	https://otterbeincardinals.com/index.aspx?path=wten	otterbeinten	otterbeinu	OtterbeinTen	https://goo.gl/maps/1SjRLB1WxkmNkbjX6
d3  	women	ODAC     	VA	Bridgewater        	BC           	Bridgewater College                                       	https://www.bridgewatereagles.com/sports/wten/index	bcathletics	bridgewatereagles	BCeaglestennis	https://goo.gl/maps/bhxvU7h9fJZJAHvB8
d3  	women	ODAC     	VA	Emory              	EHC          	Emory & Henry College                                     	https://www.gowasps.com/sports/wten/index	ehc_tennis	ehc_tennis	Emory-Henry-Tennis-1404500043114476	https://goo.gl/maps/4L28pSbKwVTEeMSa7
d3  	women	ODAC     	VA	Ferrum             	FC           	Ferrum College                                            	https://www.ferrumpanthers.com/sports/wten/coaches/index	FerrumAthletics	ferrumpanthers	FerrumCollegeTennis	https://goo.gl/maps/9TLmstwmnSpidi3X6
d3  	women	ODAC     	NC	Greensboro         	GC           	Guilford College                                          	https://g.page/guilford-college-greensboro?share	guilfordwtennis	goquakers	Guilford-College-Tennis-108433220794469	
d3  	women	ODAC     	VA	Roanoke            	HU           	Hollins University                                        	https://g.page/HollinsU?share	hollinsutennis	hollinstennis	Hollins10s	
d3  	women	ODAC     	VA	Lynchburg          	UL           	University of Lynchburg                                   	https://www.lynchburgsports.com/sports/wten/index	gohornetstennis	lynchburgsports	LynchburgCollegeTennis	https://goo.gl/maps/g7ML85VB5wRwiNsd9
d3  	women	ODAC     	VA	Lynchburg          	RC           	Randolph College                                          	https://randolphwildcats.com/index.aspx?path=wten	trackthecats	rmcathletics	TrackTheCats	https://goo.gl/maps/RnSC7xNVH25GDyEu9
d3  	women	ODAC     	VA	Ashland            	RMC          	Randolph-Macon College                                    	https://www.rmcathletics.com/sports/wten/index	rmctennis	rmcathletics	rmctennis	https://goo.gl/maps/EVD5TEQ1WRhDEFip7
d3  	women	ODAC     	VA	Salem              	RC           	Roanoke College                                           	https://www.roanokemaroons.com/sports/wten/index	rcmaroons	rcmaroons	rcathletics	https://goo.gl/maps/SbJPBb1aeKbTYuQq7
d3  	women	ODAC     	VA	Winchester         	SU           	Shenandoah University                                     	https://suhornets.com/index.aspx?path=wten	SUHornetsTEN	suhornetsten	SUHornets	https://goo.gl/maps/YswGSaYfCQuhFXWV8
d3  	women	ODAC     	VA	Sweet Briar        	SBC          	Sweet Briar College                                       	https://vixenathletics.com/index.aspx?path=wten	vixentennis	sbcvixens	SweetBriarAthletics	https://goo.gl/maps/oAwA89dp3oxgnMMG6
d3  	women	ODAC     	VA	Virginia Beach     	VWU          	Virginia Wesleyan University                              	https://www.vwuathletics.com/sports/wten/index	vwutennis	vwu_tennis	vwutennis	https://goo.gl/maps/1pTpwVJ37qtDq1BNA
d3  	women	ODAC     	VA	Lexington          	WLU          	Washington & Lee University                               	https://generalssports.com/index.aspx?path=wten	generalswtennis	generalswtennis	WLUWTennis	https://goo.gl/maps/MkZK8rWPhkcEoBTW8
d3  	women	PAC      	WV	Bethany            	BC           	Bethany College                                           	https://www.bethanybison.com/sports/wten/index	BethanyMWTennis	bethany_bison	BethanyCollege	https://goo.gl/maps/ojGufzAzeNgJSqX26
d3  	women	PAC      	PA	Beaver Falls       	GC           	Geneva College                                            	https://athletics.geneva.edu/index.aspx?path=tennis	genevaathletics	genevacollegeathletics	GenevaAthletics	https://goo.gl/maps/ZPqXZGrFpenQQhH68
d3  	women	PAC      	PA	Grove City         	GCC          	Grove City College                                        	https://athletics.gcc.edu/index.aspx?path=wten	GCC_Tennis	gcc_wolverines	GroveCityCollegeTennis	https://goo.gl/maps/ezP2f7L2eVxHRRvT8
d3  	women	PAC      	PA	Latrobe            	SVC          	Saint Vincent College                                     	https://athletics.stvincent.edu/index.aspx?path=wten	svc_bearcats	svc_bearcats	saintvincentcollege	https://goo.gl/maps/FpYYtxZNSnK1hzym6
d3  	women	PAC      	PA	Greenville         	TC           	Thiel College                                             	https://g.page/thiel-college-greenville?share	ThielAthletics	thielathletics	ThielAthletics	
d3  	women	PAC      	PA	Washington         	WJC          	Washington & Jefferson College                            	https://g.page/washjeffcollege?share	wjathletics	wjathletics	WashingtonAndJeffersonCollegeTennis	
d3  	women	PAC      	PA	Waynesburg         	WU           	Waynesburg University                                     	https://waynesburgsports.com/index.aspx?path=wten	waynesburgsport	waynesburgu	waynesburgtennisone	https://goo.gl/maps/3TAeUq5jaiKT7o8J6
d3  	women	PAC      	PA	New WIlmington     	WC           	Westminster College                                       	https://athletics.westminster.edu/index.aspx?path=wten	wc_titans	wctitanpa	westminsterpaathletics	https://goo.gl/maps/vLUyNaJbgTXfNrCr7
d3  	women	SC       	NY	Farmingdale        	SUNYF        	State University of New York, Farmingdale                 	http://www.farmingdalesports.com/sports/wten/index	farmstaterams	fscgorams	FarmingdaleStateRams	https://goo.gl/maps/xGimVwb1C3MvyJZe6
d3  	women	SC       	NY	Newburgh           	MSMCNY       	Mount Saint Mary College, New York                        	https://msmcknights.com/sports/womens-tennis	msmc_ny	mountsaintmarycollege	mountsaintmarycollege	https://goo.gl/maps/4fywsBDxN4Y7u3WQ7
d3  	women	SC       	NY	Purchase           	SUNYP        	State University of New York, Purchase                    	https://www.purchasecollegeathletics.com/index.aspx?path=wten	pc_panthers	purchaseathletics	purchasecollegeathletics	https://goo.gl/maps/oYKC1jaJN4QEppfp6
d3  	women	SC       	NY	Bronxville         	SLC          	Sarah Lawrence College                                    	https://gogryphons.com/index.aspx?path=wten	slcgryphons	slcgryphons	SLCGryphons	https://goo.gl/maps/NbrhrazvWucSfzG88
d3  	women	SC       	NY	Brooklyn           	SJCB         	Saint Joseph's College, Brooklyn                          	https://www.sjcbears.com/sports/wten	sjcbears	sjcbears	SJCBears	https://goo.gl/maps/pK6FQrLk4N8eXB459
d3  	women	SC       	NY	Patchogue          	SJCLI        	Saint Joseph's College, Long Island                       	https://www.sjcgoldeneagles.com/sports/wten/index	goldeneaglessjc	sjcny	SJCNY	https://goo.gl/maps/Ct7RUxhJRHayze6RA
d3  	women	SC       	NY	New York           	YU           	Yeshiva University                                        	https://yumacs.com/index.aspx?path=wten	yuathletics	yeshivaathletics	yuathletics	https://goo.gl/maps/xCbCyQHLPPUE7uZi6
d3  	women	SAA      	GA	Mount Berry        	BC           	Berry College                                             	https://berryvikings.com/sports/womens-tennis?path=wten	BerryTennis_	berrytennis	berrycollegetennis1	https://goo.gl/maps/Nq6VoSvMQzGSqTPa9
d3  	women	SAA      	AL	Birmingham         	BSC          	Birmingham-Southern College                               	https://www.bscsports.net/sports/wten/index	bsctennis	bscsports	birminghamsoutherntennis	https://goo.gl/maps/xSvbWMtj3wpraggo6
d3  	women	SAA      	KY	Danville           	CC           	Centre College                                            	https://centrecolonels.com/index.aspx?path=wten	centre_tennis	centrecollegetennis	centreathletics	https://goo.gl/maps/JXJa9awS4LN9fdgx9
d3  	women	SAA      	AR	Conway             	HC           	Hendrix College                                           	https://hendrixwarriors.com/index.aspx?path=wten	hendrixtennis	hendrixwarriors	hendrixwarriors	https://goo.gl/maps/qiAr58DvsY9LmdDh6
d3  	women	SAA      	MS	Jackson            	MC           	Millsaps College                                          	https://gomajors.com/index.aspx?path=wten	millsapstennis	gomajors	pages/category/School-Sports-Team/Millsaps-Tennis-201765173549761	https://goo.gl/maps/GVYBtLdjp9KewKLV9
d3  	women	SAA      	GA	Atlanta            	OU           	Oglethorpe University                                     	https://www.gopetrels.com/sports/wten/index	ogletennis	oglethorpeuniv	Oglethorpe-University-Athletics-189616044580954	https://goo.gl/maps/gBNc21M65zuhU2aw8
d3  	women	SAA      	TN	Memphis            	RC           	Rhodes College                                            	https://rhodeslynx.com/index.aspx?path=wten	lynx_tennis	rhodes.lynx.tennis	RhodesCollegeTennis	https://goo.gl/maps/YvzYwtscT17Uvrue6
d3  	women	SAA      	TN	Sewanee            	USS          	University of the South, Sewanee                          	https://www.sewaneetigers.com/sports/wten/index	usouthtennis	sewanee_tennis	USouthTennis	https://goo.gl/maps/SxDMLEYV7skG4esa8
d3  	women	SCIAC    	CA	Claremont          	CMSC         	Claremont-Mudd-Scripps Colleges                           	https://www.cmsathletics.org/sports/wten/index	cmstennis	cmsathletics	AthleticsCMS	https://goo.gl/maps/iVtBGpbsVuXfDDKv7
d3  	women	SCIAC    	CA	Thousand Oaks      	CLU          	California Lutheran University                            	https://www.clusports.com/sports/wten/index	CLUSports	regals_tennis	callutheran	https://goo.gl/maps/Yzm5ckdAmBvZ8Q6LA
d3  	women	SCIAC    	CA	Pasadena           	CIT          	California Institute of Technology                        	https://www.gocaltech.com/sports/wten/index	caltechwten	caltechwten	Caltech-Tennis-157143791020094	https://goo.gl/maps/RUXwxnRycjhBWE6d9
d3  	women	SCIAC    	CA	Orange             	CU           	Chapman University                                        	https://www.chapmanathletics.com/sports/wten/index	chapmansports	chapmantennis	ChapmanSports	https://goo.gl/maps/rAt28JfuTSjaUiY86
d3  	women	SCIAC    	CA	Los Angeles        	OC           	Occidental College                                        	https://www.oxyathletics.com/sports/wten/index	oxyathletics	oxyathletics	oxyathletics	https://goo.gl/maps/NHoP4PQBw4i49b9m7
d3  	women	SCIAC    	CA	Claremont          	PC           	Pomona College                                            	https://www.sagehens.com/sports/wten/index	sagehenwtennis	ppwtennis	Sagehens	https://goo.gl/maps/UVGF1B7R3SMr1XTj9
d3  	women	SCIAC    	CA	Redlands           	UR           	University of Redlands                                    	https://www.goredlands.com/sports/wten/index	GoRedlands	redlands_tennis	RedlandsBulldogTennis	https://goo.gl/maps/iBXte8tBKMVQPT5a7
d3  	women	SCIAC    	CA	Whittier           	WC           	Whittier College                                          	https://www.wcpoets.com/sports/wten/index	wcpoets	poetathletics	WCPoets	https://goo.gl/maps/2dCgerLMr4iszGT9A
d3  	women	SCAC     	TX	Sherman            	AC           	Austin College                                            	https://austin.prestosports.com/sports/mten/index	acroosmwtennis	acroosmwtennis	ACRoosMWTennis	https://goo.gl/maps/BhrHgMTh9HzJkD1N9
d3  	women	SCAC     	LA	Shreveport         	CC           	Centenary College                                         	https://gocentenary.com/sports/wten/index	gocentenary	gocentenary	GoCentenary	https://goo.gl/maps/Tw3XVPqrkhrpCgKHA
d3  	women	SCAC     	CO	Colorado Springs   	CC           	Colorado College                                          	https://cctigers.com/index.aspx?path=wten	CCTigers	cctigerathletics	coloradocollegetennis	https://goo.gl/maps/DzgCfsLMgbpVm7hq7
d3  	women	SCAC     	TX	Kerrville          	SU           	Schreiner University                                      	https://g.page/schreineru?share	sutennis2	su_tennisteam	SUMWTennis	
d3  	women	SCAC     	TX	Georgetown         	SU           	Southwestern University                                   	https://www.southwesternpirates.com/sports/w-tennis/index	SUPiratesTennis	supiratestennis	SUPirates	https://goo.gl/maps/uS4aCEqYdPzD3FEe6
d3  	women	SCAC     	TX	Houston            	USTT         	University of Saint Thomas, Texas                         	http://www.ustcelts.com/sport/0/15.php	ustathletics	stthomashouston	StThomasHouston	https://goo.gl/maps/oFxiGeVUrMabFdnY9
d3  	women	SCAC     	TX	Seguin             	TLU          	Texas Lutheran University                                 	https://tlubulldogs.com/sports/wten/index	tlutennis	tlubulldogs	TLUTennis	https://goo.gl/maps/rAjqBQkMohrhhaveA
d3  	women	SCAC     	TX	San Antonio        	TUT          	Trinity University, Texas                                 	https://www.trinitytigers.com/sports/wten/index	tu_wtennis	trinityutigers	TUWomensTennis	https://goo.gl/maps/sCJ6Sjnrq7bhu3c39
d3  	women	SLIAC    	IL	Carlinville        	BC           	Blackburn College                                         	https://www.blackburnbeavers.com/sports/wten/index	beaverblackburn	blackburnathletics/channel	BlackburnCollegeAthletics	https://goo.gl/maps/e2Nc37r1R8DruYLA9
d3  	women	SLIAC    	MO	Saint Louis        	FU           	Fontbonne University                                      	https://fontbonnegriffins.com/sports/wten/index	fbutennis	fbugriffins	FontbonneUGriffins	https://goo.gl/maps/bJW47BgZmzTQ21SKA
d3  	women	SLIAC    	IL	Greenville         	GU           	Greenville University                                     	http://athletics.greenville.edu/sports/wten/index	gupanthers	greenvilleuniv	pages/category/School-Sports-Team/Greenville-University-Womens-Tennis-281816989375	https://goo.gl/maps/RMuZgYZZFriJjC3HA
d3  	women	SLIAC    	IL	Elsah              	PC           	Principia College                                         	https://principiaathletics.com/index.aspx?path=wten	prinathletics	prin_athletics	PrincipiaCollegeAthletics	https://goo.gl/maps/tTRGG2HtKixvSzDb9
d3  	women	SLIAC    	MO	Webster Groves     	WU           	Webster University                                        	https://websterathletics.com/sports/womens-tennis	wuwomenstennis	wuwomenstennis	WUWomensTennis	https://goo.gl/maps/E5GTfVWPHUnEzKWU9
d3  	women	SLIAC    	MO	Fulton             	WCM          	Westminster College, Missouri                             	https://g.page/WestMo?share	wc_bluejays	westminstercollege	WestminsterAthletics/posts	
d3  	women	SUNYAC   	NY	Brockport          	SUNYB        	State University of New York, Brockport                   	https://gobrockport.com/index.aspx?path=wten	BportAthletics	bportathletics	BrockportGoldenEagles	https://goo.gl/maps/VFD9fXiA1UKxcgwi7
d3  	women	SUNYAC   	NY	Cortland           	SUNYC        	State University of New York, Cortland                    	https://www.cortlandreddragons.com/index.aspx?path=wten	reddragonpride	cortlandreddragons	cortlandreddragons	https://goo.gl/maps/vh7nATRQYFAzxFyi8
d3  	women	SUNYAC   	NY	Fredonia           	SUNYF        	State University of New York, Fredonia                    	https://g.page/FredoniaU?share	FredBlueDevils	fredbluedevils	fredoniau	
d3  	women	SUNYAC   	NY	Geneseo            	SUNYG        	State University of New York, Geneseo                     	https://g.page/suny-college-geneseo?share	geneseoknights	geneseoknights	GeneseoKnights	
d3  	women	SUNYAC   	NY	New Paltz          	SUNYNP       	State University of New York, New Paltz                   	https://nphawks.com/index.aspx?path=wten	nphawks	nphawkstennis	NewPaltzHawks/posts	https://goo.gl/maps/MrAPMPQJXvhjH1V59
d3  	women	SUNYAC   	NY	Oneonta            	SUNYO        	State University of New York, Oneonta                     	https://oneontaathletics.com/index.aspx?path=wten	RedDragonSports	reddragonsports	OneontaRedDragonSports	https://goo.gl/maps/YPcaw4QeWmTnGUjy7
d3  	women	SUNYAC   	NY	Oswego             	SUNYO        	State University of New York, Oswego                      	https://oswegolakers.com/index.aspx?path=wten	oswegowtennis	oswegoathletics	OswegoAthleticsOfficial	https://goo.gl/maps/1dY7mRAKCc9Da2MB6
d3  	women	SUNYAC   	NY	Plattsburgh        	SUNYP        	State University of New York, Plattsburgh                 	https://gocardinalsports.com/index.aspx?path=wten	plattsathletics	plattsathletics	PlattsAthletics	https://goo.gl/maps/rBXfnmMhbW2NDjDT7
d3  	women	UAA      	MA	Waltham            	BU           	Brandeis University                                       	https://www.brandeisjudges.com/sports/wten/index	brandeistennis	brandeistennis	brandeiswomenstennis	https://goo.gl/maps/sK1H9CaaBRgi51tT8
d3  	women	UAA      	OH	Cleveland          	CWRU         	Case Western Reserve University                           	https://athletics.case.edu/sports/wten/index	casetennis1	caseathletics	casetennis	https://goo.gl/maps/Ru88aAzTwgLKgwzQ8
d3  	women	UAA      	PA	Pittsburgh         	CMU          	Carnegie Mellon University                                	https://athletics.cmu.edu/sports/wten/index	cmutennis	tartantennis	pages/category/School-Sports-Team/Carnegie-Mellon-Womens-Tennis-510210869026629	https://goo.gl/maps/TPp9wHw48tnsjHGZ6
d3  	women	UAA      	IL	Chicago            	UofC         	University of Chicago                                     	https://athletics.uchicago.edu/sports/wten/index	uchicagotennis	chicagomaroons	UofCTennis	https://goo.gl/maps/H4DU8X6vXAjzcdA7A
d3  	women	UAA      	GA	Atlanta            	EU           	Emory University                                          	https://www.emoryathletics.com/sports/wten/index	emorywtennis	emorywomenstennis	emorywomenstennis	https://goo.gl/maps/gE1EDoQdjASefr8x7
d3  	women	UAA      	NY	New York           	NYU          	New York University                                       	https://gonyuathletics.com/index.aspx?path=wten	nyutennis	nyuwomenstennis	NYUWomensTennis/posts	https://goo.gl/maps/w3mM3geUoSAFdbJs8
d3  	women	UAA      	NY	Rochester          	UofR         	University of Rochester                                   	https://uofrathletics.com/index.aspx?path=wten	ur_tennis	ur_tennis	RochesterVarsityTennis	https://goo.gl/maps/G3LqSk7bAXdrprn38
d3  	women	UAA      	MO	Saint Louis        	WUSTL        	Washington University, Saint Louis                        	https://www.washubears.com/sports/wten/index	washuwtennis	washubears	WASHUBears	https://goo.gl/maps/dArV49SwC9Yx1DYz8
d3  	women	UMAC     	MN	Mankato            	BLC          	Bethany Lutheran College                                  	https://g.page/BethanyLutheran?share	BLCvikings	bethanylutherancollege	blcvikings	
d3  	women	UMAC     	MN	Saint Bonifacius   	CC           	Crown College                                             	https://athletics.crown.edu/index.aspx?path=wten	stormathletics	crowncollegeathletics/channel	thecrowncollege	https://goo.gl/maps/TTbfa9FHwz2AJHDH6
d3  	women	UMAC     	MN	New Ulm            	MLC          	Martin Luther College                                     	https://mlcknights.com/index.aspx?path=wten	mlcknights	martinluthercollege	mlcwels	https://goo.gl/maps/CxgxC5sKf172oGZg6
d3  	women	UMAC     	MN	Morris             	UMM          	University of Minnesota, Morris                           	https://morriscougars.com/index.aspx?path=wten	ummcougars	uofmmorristennis	morriscougars	https://goo.gl/maps/ivEgpzSiiBQeqyFE7
d3  	women	UMAC     	MN	Minneapolis        	NCU          	North Central University                                  	https://ncurams.com/index.aspx?path=wten	ncurams	ncurams	NCURams	https://goo.gl/maps/rLcHP7sWbfvSrJjM9
d3  	women	UMAC     	MN	Saint Paul         	UNWM         	University of Northwestern, Minnesota                     	https://unweagles.com/index.aspx?path=wten	unweagles	northwesternmn	unweagles	https://goo.gl/maps/9ggiGjxq83D8X8B28
d3  	women	UMAC     	MN	Duluth             	CSS          	College of Saint Scholastica                              	https://csssaints.com/index.aspx?path=wten	csssaints		csssaints	https://goo.gl/maps/SPx6PzxZLaSaSC7eA
d3  	women	UMAC     	WI	Superior           	UWS          	University of Wisconsin, Superior                         	https://uwsyellowjackets.com/index.aspx?path=wten	uwstennis	uwsathletics	UWSATHLETICS	https://goo.gl/maps/MZmq8ySE6aJfymEE8
d3  	women	WIAC     	WI	Eau Claire         	UWEC         	University of Wisconsin, Eau Claire                       	https://blugolds.com/sports/wten/index	tennisuwec	uwecblugolds	uwecblugolds	https://goo.gl/maps/tMgY5WNABcjy7ZwU9
d3  	women	WIAC     	WI	La Crosse          	UWLC         	University of Wisconsin, La Crosse                        	https://uwlathletics.com/index.aspx?path=wten	uwlwomenstennis	uwlathletics	UWLaCrosseAthletics	https://goo.gl/maps/kBdz7LVLA39tyKPy5
d3  	women	WIAC     	WI	Oshkosh            	UWO          	University of Wisconsin, Oshkosh                          	https://uwoshkoshtitans.com/sports/wten/index	uwotennis	uwoshkoshtitans	UWOshkoshTennis1/about	https://goo.gl/maps/NbiQkfYkF4ih4Cjs9
d3  	women	WIAC     	WI	River Falls        	UWRF         	University of Wisconsin, River Falls                      	https://uwrfsports.com/index.aspx?path=wten	uwrftennis	uwrffalcons	UWRFAthletics	https://goo.gl/maps/6Cyxgw6iuaToi9Ak9
d3  	women	WIAC     	WI	Stevens Point      	UWSP         	University of Wisconsin, Stevens Point                    	https://athletics.uwsp.edu/index.aspx?path=wten	uwspathletics	uwspathletics	uwspathletics	
d3  	women	WIAC     	WI	Menomonie          	UWS          	University of Wisconsin, Stout                            	https://m.facebook.com/pages/UW-Stout-Tennis/105613622816022	stoutbluedevils	stoutbluedevils		https://goo.gl/maps/X6jJqXQzcwZbB8Gm6
d3  	women	WIAC     	WI	Whitewater         	UWW          	University of Wisconsin, Whitewater                       	https://uwwsports.com/index.aspx?path=wten	UWWTennis	uwwtennis	UWWTennis	https://goo.gl/maps/pMzZucPRt9cqUbu3A
naia	men  	AMC      	TN	Henderson          	FHU          	Freed-Hardeman University                                 	http://gofhulions.com/sport/0/18.php	gofhulions	gofhulions	GoFHULions	https://goo.gl/maps/AudQGj8qF4WWTkG58
naia	men  	AMC      	IL	Belleville         	LUB          	Lindwenwood University, Belleville                        	https://lindenwoodlions.com/index.aspx?path=mten	lindenwoodlynx	lublynx	LindenwoodLynx	https://goo.gl/maps/wNaTaxWBYjzokYgJ9
naia	men  	AMC      	MO	Saint Louis        	MBU          	Missouri Baptist University                               	https://mbuspartans.com/index.aspx?path=mten	mbuathletics	mbu_athletics	MBUAthletics	https://goo.gl/maps/N7d8iPsEmC8e8aLZ7
naia	men  	AMC      	MO	Saint Louis        	SLCP         	Saint Louis College of Pharmacy                           	http://www.eutecticsports.com/sport/0/5	EutecticSports	stlcop.eutectics	STLCOPEutectics?fref=ts	https://goo.gl/maps/1g74FjZkuKrj5cG46
naia	men  	AMC      	MO	Fulton             	WWU          	William Woods University                                  	https://g.page/william-woods-university-mo?share	wwuowlstennis	wwuowlstennis	wwuowlstennis	
naia	men  	AAC      	VA	Bluefield          	BC           	Bluefield College                                         	https://bcrams.com/index.aspx?path=mten	bluefieldrams	bluefieldrams	bluefieldcollegeathletics	https://goo.gl/maps/88q1ohhBoY7KpovV8
naia	men  	AAC      	TN	Milligan College   	MC           	Milligan College                                          	https://milliganbuffs.com/sports/mten/index	milliganbuffs	milliganbuffs	milliganuniversitybuffaloes	https://goo.gl/maps/NYsm61FYw1eoY86t9
naia	men  	AAC      	NC	Montreat           	MC           	Montreat College                                          	http://www.montreatcavaliers.com/sport/0/27	montreatcavs	montreatcavalierstennis	MCCavsTennis	https://goo.gl/maps/HAgK9oNZ9zysgvQg9
naia	men  	AAC      	GA	West Point         	PU           	Point University                                          	http://www.pointskyhawks.com/sport/0/13	pointutennis	pointutennis	PointUniversity	https://goo.gl/maps/TAT4FKF4dHKS2vBq7
