---
season: 2021-22
division: d1
gender: women
description: schedule/scoreboard from conference websites
duals: 2411
---
source	id	date	time	timeZone	gender	team	at	opponent	outcome	score	neutral	conference	links	rank	oppRank
   ACC	 76221	2022-04-08	 4:00pm	   	W	WAKE 	at	UVA  	 	   	 	C			
   ACC	 76095	2022-04-08	 6:00pm	ET 	W	GT   	at	DUKE 	 	   	 	C			
 Amrcn	 36060	2022-04-08	 6:00pm	   	W	UCF  	at	SMU  	 	   	 	 			
    MW	 68795	2022-04-09	    TBA	   	W	AFA  	at	USU  	 	   	 	C			
  Ptrt	116471	2022-04-09	    TBA	ET 	W	BU   	vs	LEH  	 	   	N	C			
 Amrcn	 36041	2022-04-09	       	   	W	CIN  	at	TULN 	 	   	 	 			
  Hrzn	 38825	2022-04-09	    TBA	ET 	W	CLEV 	at	IUPUI	 	   	 	C			
  MAAC	 72379	2022-04-09	    TBA	ET 	W	FAIR 	at	SIEN 	 	   	 	C			
 SnBlt	 36396	2022-04-09	    TBA	   	W	GAST 	at	ARST 	 	   	 	C			
  MEAC	 61489	2022-04-09	    TBA	ET 	W	HOW  	at	NAVY 	 	   	 	 			
  SWAC	 37923	2022-04-09	    TBA	CT 	W	MVSU 	at	ALCN 	 	   	 	C			
  Bg12	155167	2022-04-09	    TBA	CT 	W	PVA&M	at	TCU  	 	   	 	 			
   SCn	105967	2022-04-09	    TBA	ET 	W	SAM  	at	FUR  	 	   	 	C	[Live Stats](https://stats.statbroadcast.com/statmonitr/?id=382039)		
  Ptrt	116628	2022-04-09	    TBA	ET 	W	SBU  	at	COLG 	 	   	 	 			
 C-USA	 66728	2022-04-09	    TBA	CT 	W	UNT  	at	TULSA	 	   	 	 			
  Hrzn	 38874	2022-04-09	All Day	ET 	W	YSU  	at	NKU  	 	   	 	C	[Live Stats](http://sidearmstats.com/nku/wten/xlive.htm)		
    MW	 68793	2022-04-09	 9:30am	   	W	WYO  	at	SDSU 	 	   	 	C			
  Ptrt	116460	2022-04-09	10:00am	ET 	W	BUCK 	at	LAF  	 	   	 	C			
 SnBlt	 37342	2022-04-09	10:00am	CT 	W	CCAR 	at	TROY 	 	   	 	C			
   OVC	 32655	2022-04-09	10:00am	CT 	W	EIU  	at	PEAY 	 	   	 	C			
 Amrcn	 36766	2022-04-09	10:00am	   	W	HOF  	at	TEM  	 	   	 	 			
Sthlnd	 41371	2022-04-09	10:00am	CT 	W	IWORD	at	SOU  	 	   	 	 			
 SnBlt	 36398	2022-04-09	10:00am	   	W	TX ST	at	ULLAF	 	   	 	 			
 C-USA	 66527	2022-04-09	10:00am	ET 	W	UAB  	at	CHAR 	 	   	 	C			
 SnBlt	 36366	2022-04-09	10:00am	CT 	W	UTA  	at	ULM  	 	   	 	C			
Sthlnd	 41262	2022-04-09	11:00am	CT 	W	A&MCC	at	MCN T	 	   	 	C			
 C-USA	 66767	2022-04-09	11:00am	CT 	W	HOU  	at	RICE 	 	   	 	 			
Sthlnd	 41204	2022-04-09	11:00am	CT 	W	NICH 	at	NWSU 	 	   	 	C			
   OVC	 32843	2022-04-09	11:00am	   	W	SE MO	at	BEL  	 	   	 	C			
 Amrcn	 36084	2022-04-09	12:00pm	   	W	CAMP 	at	ECAR 	 	   	 	 			
  MEAC	 61968	2022-04-09	12:00pm	   	W	FORD 	at	NCCU 	 	   	 	 			
 Amrcn	 36109	2022-04-09	12:00pm	   	W	HOU  	at	RICE 	 	   	 	 			
    MW	 68787	2022-04-09	12:00pm	   	W	NEV  	at	FRES 	 	   	 	C			
   Ivy	 54927	2022-04-09	12:00pm	ET 	W	PENN 	at	BROWN	 	   	 	C			
   Ivy	 55202	2022-04-09	12:00pm	ET 	W	PRIN 	at	YALE 	 	   	 	C			
  MAAC	 74856	2022-04-09	12:00pm	ET 	W	RIDER	at	NIA  	 	   	 	C			
Sthlnd	 41277	2022-04-09	12:00pm	CT 	W	SELU 	at	UNO  	 	   	 	C			
   OVC	 32778	2022-04-09	12:00pm	   	W	SIUE 	at	MURR 	 	   	 	C			
 BgSth	 94533	2022-04-09	 1:00pm	ET 	W	CAMP 	at	ECAR 	 	   	 	 			
   Ivy	 55046	2022-04-09	 1:00pm	ET 	W	CLMB 	at	HARV 	 	   	 	 			
   Ivy	 55028	2022-04-09	 1:00pm	ET 	W	COR  	at	DART 	 	   	 	C			
    MW	 68791	2022-04-09	 1:00pm	   	W	CSU  	at	UNLV 	 	   	 	C			
  MAAC	 74868	2022-04-09	 1:00pm	ET 	W	MAR  	at	QUIN 	 	   	 	C			
 BgSth	 94575	2022-04-09	 1:00pm	ET 	W	UNCA 	at	CHSO 	 	   	 	C			
 C-USA	 66919	2022-04-09	 1:30pm	CT 	W	MTSU 	at	WKU  	 	   	 	C			
    MW	 68789	2022-04-09	 2:00pm	   	W	BOISE	at	UNM  	 	   	 	C			
   SCn	106068	2022-04-09	 2:00pm	   	W	DAV  	at	WCU  	 	   	 	 			
  Hrzn	 38846	2022-04-09	 2:00pm	CT 	W	UIC  	at	MILW 	 	   	 	C			
  Ptrt	116382	2022-04-10	    TBA	ET 	W	BU   	at	ARMY 	 	   	 	C			
  Hrzn	 38875	2022-04-10	All Day	ET 	W	CLEV 	at	NKU  	 	   	 	C	[Live Stats](http://sidearmstats.com/nku/wten/xlive.htm)		
  Ptrt	116461	2022-04-10	    TBA	ET 	W	COLG 	at	LAF  	 	   	 	C			
  MEAC	 61496	2022-04-10	    TBA	ET 	W	DSU  	at	HOW  	 	   	 	C			
 Amrcn	 36134	2022-04-10	       	   	W	FAU  	at	USF  	 	   	 	 			
  Bg12	155057	2022-04-10	    TBA	CT 	W	KAN  	at	BAY  	 	   	 	C			
 C-USA	 66892	2022-04-10	All Day	CT 	W	LAMAR	at	UTSA 	 	   	 	 			
  SWAC	 37924	2022-04-10	    TBA	CT 	W	SELU 	at	ALCN 	 	   	 	 			
  MAAC	 72337	2022-04-10	    TBA	ET 	W	SIEN 	at	MONM 	 	   	 	C			
  Bg12	155168	2022-04-10	    TBA	CT 	W	TCU  	at	SMU  	 	   	 	 			
  SWAC	 37877	2022-04-10	    TBA	CT 	W	TNST 	at	ALA&M	 	   	 	 			
 BgSky	 48543	2022-04-10	All Day	MT 	W	WEBER	at	IDST 	 	   	 	C			
 Amrcn	 36217	2022-04-10	       	   	W	WICH 	at	UMKC 	 	   	 	 			
  Hrzn	 38826	2022-04-10	    TBA	ET 	W	YSU  	at	IUPUI	 	   	 	C			
 C-USA	 66627	2022-04-10	 9:00am	ET 	W	MRSH 	at	VCU  	 	   	 	 			
    MW	 68805	2022-04-10	 9:30am	   	W	CSU  	at	SDSU 	 	   	 	C			
    MW	 68799	2022-04-10	10:00am	   	W	BOISE	at	AFA  	 	   	 	C			
 SnBlt	 37343	2022-04-10	10:00am	CT 	W	CCAR 	at	SALA 	 	   	 	C			
 SnBlt	 36385	2022-04-10	10:00am	   	W	GASO 	at	ARST 	 	   	 	C			
 BgSky	 48627	2022-04-10	10:00am	MST	W	IDAHO	at	NAU  	 	   	 	C			
 C-USA	 66756	2022-04-10	10:00am	ET 	W	NAVY 	at	ODU  	 	   	 	 			
  Bg12	155264	2022-04-10	10:00am	ET 	W	OKLA 	at	WVU  	 	   	 	 			
 BgSky	 48594	2022-04-10	10:00am	MT 	W	SACST	at	MTST 	 	   	 	C			
 SnBlt	 36367	2022-04-10	10:00am	CT 	W	TX ST	at	ULM  	 	   	 	C			
 SnBlt	 37445	2022-04-10	10:00am	   	W	UTA  	at	ULLAF	 	   	 	C			
  Ptrt	116510	2022-04-10	11:00am	ET 	W	BUCK 	at	LOY  	 	   	 	C			
 BgSky	 48648	2022-04-10	11:00am	PT 	W	EWU  	at	PRST 	 	   	 	C			
 C-USA	 66594	2022-04-10	11:00am	ET 	W	FAU  	at	USF  	 	   	 	 			
  Ptrt	116598	2022-04-10	11:00am	ET 	W	NAVY 	at	ODU  	 	   	 	 			
  Bg12	155086	2022-04-10	11:00am	CT 	W	OKST 	at	ISU  	 	   	 	C			
Sthlnd	 41168	2022-04-10	11:00am	CT 	W	SELU 	at	ALCN 	 	   	 	 			
 Amrcn	 36180	2022-04-10	11:00am	   	W	TULN 	at	MEM  	 	   	 	 			
   ACC	 76096	2022-04-10	12:00pm	ET 	W	CLEM 	at	DUKE 	 	   	 	C			
   SCn	105970	2022-04-10	12:00pm	   	W	FUR  	at	UNCG 	 	   	 	C			
  Bg12	156078	2022-04-10	12:00pm	CT 	W	KSU  	at	TEX  	 	   	 	C			
  Bg12	155194	2022-04-10	12:00pm	CT 	W	KSU  	at	TEX  	 	   	 	C			
   ACC	 75978	2022-04-10	12:00pm	ET 	W	MIA  	at	LOU  	 	   	 	C			
   Ivy	 55203	2022-04-10	12:00pm	ET 	W	PENN 	at	YALE 	 	   	 	C			
   Ivy	 54928	2022-04-10	12:00pm	ET 	W	PRIN 	at	BROWN	 	   	 	C			
   SCn	106045	2022-04-10	12:00pm	   	W	SAM  	at	WOF  	 	   	 	C			
 Amrcn	 36062	2022-04-10	12:00pm	   	W	UCF  	at	TULSA	 	   	 	 			
 BgSth	 94635	2022-04-10	 1:00pm	ET 	W	CAMP 	at	LU   	 	   	 	C			
   Ivy	 55029	2022-04-10	 1:00pm	ET 	W	CLMB 	at	DART 	 	   	 	C			
   Ivy	 55045	2022-04-10	 1:00pm	ET 	W	COR  	at	HARV 	 	   	 	 			
   ACC	 76022	2022-04-10	 1:00pm	ET 	W	GT   	at	UNC  	 	   	 	C	[Live Stats](http://www.statbroadcast.com/events/statmonitr.php?gid=unc)		
   ACC	 75980	2022-04-10	 1:00pm	   	W	NCST 	at	UVA  	 	   	 	C			
 C-USA	 66865	2022-04-10	 1:00pm	MT 	W	NMSU 	at	UTEP 	 	   	 	 			
 BgSth	 94576	2022-04-10	 1:00pm	ET 	W	RAD  	at	CHSO 	 	   	 	C			
   ACC	 75982	2022-04-10	 1:00pm	ET 	W	WAKE 	at	VT   	 	   	 	C	[Live Stats](/sports/2019/1/24/womens-tennis-live-stats.aspx)		
    MW	 68801	2022-04-10	 1:00pm	   	W	WYO  	at	UNLV 	 	   	 	C			
  MEAC	 61982	2022-04-10	 2:00pm	   	W	NORF 	at	TOW  	 	   	 	 			
 Amrcn	 36156	2022-04-10	 2:00pm	   	W	TCU  	at	SMU  	 	   	 	 			
    MW	 68803	2022-04-10	 2:00pm	   	W	UNM  	at	USU  	 	   	 	C			
  Ptrt	116383	2022-04-10	 3:00pm	ET 	W	VASSR	at	ARMY 	 	   	 	 			
   SCn	106002	2022-04-11	    TBA	   	W	MER  	at	CHAT 	 	   	 	C			
Sthlnd	 41242	2022-04-11	12:00pm	CT 	W	NICH 	at	TULN 	 	   	 	 			
  MAAC	 74892	2022-04-12	    TBA	ET 	W	RIDER	at	NOVA 	 	   	 	 			
 BgSth	 94633	2022-04-12	 1:30pm	ET 	W	NCCU 	at	LU   	 	   	 	 			
  MEAC	 61969	2022-04-12	 1:30pm	   	W	NCCU 	at	LU   	 	   	 	 			
 C-USA	 66699	2022-04-12	 2:30pm	CT 	W	LT   	at	NWSU 	 	   	 	 			
Sthlnd	 41199	2022-04-12	 2:30pm	CT 	W	LT   	at	NWSU 	 	   	 	 			
  Ptrt	116511	2022-04-12	 3:00pm	ET 	W	DSU  	at	LOY  	 	   	 	 			
  MEAC	 61530	2022-04-12	 3:00pm	ET 	W	MORG 	at	DEL  	 	   	 	 			
  MEAC	 61514	2022-04-12	 3:30pm	ET 	W	DSU  	at	LOY  	 	   	 	 			
  Hrzn	 38876	2022-04-13	All Day	ET 	W	DAY  	at	NKU  	 	   	 	 	[Live Stats](http://sidearmstats.com/nku/wten/xlive.htm)		
Sthlnd	 41229	2022-04-13	 2:00pm	CT 	W	NICH 	at	JKST 	 	   	 	 			
   SCn	106025	2022-04-13	 2:30pm	   	W	ELON 	at	UNCG 	 	   	 	 			
 C-USA	 66809	2022-04-13	 2:30pm	CT 	W	USM  	at	UNO  	 	   	 	 			
Sthlnd	 41278	2022-04-13	 2:30pm	CT 	W	USM  	at	UNO  	 	   	 	 			
  Ptrt	116599	2022-04-13	 3:00pm	ET 	W	LOY  	at	NAVY 	 	   	 	C			
  Ptrt	116512	2022-04-13	 3:00pm	ET 	W	NAVY 	at	LOY  	 	   	 	C			
  SWAC	 37996	2022-04-13	 3:00pm	CT 	W	NICH 	at	JKST 	 	   	 	 			
  MAAC	 74843	2022-04-13	 3:00pm	ET 	W	QUIN 	at	FAIR 	 	   	 	C			
  SWAC	 37925	2022-04-14	    TBA	CT 	W	MC   	at	ALCN 	 	   	 	 			
   SCn	106004	2022-04-14	    TBA	   	W	MER  	at	WCU  	 	   	 	C			
    MW	 68807	2022-04-14	11:00am	   	W	UNLV 	at	NEV  	 	   	 	C			
  MAAC	 74894	2022-04-14	 1:00pm	ET 	W	MAR  	at	RIDER	 	   	 	C			
Sthlnd	 41274	2022-04-14	 2:00pm	CT 	W	SALA 	at	UNO  	 	   	 	 			
 SnBlt	 37380	2022-04-14	 2:00pm	CT 	W	SALA 	at	UNO  	 	   	 	 			
   SCn	106046	2022-04-14	 3:00pm	   	W	CHAT 	at	SAM  	 	   	 	C			
 Amrcn	 36199	2022-04-15	       	   	W	DEN  	at	TULSA	 	   	 	 			
  Hrzn	 39271	2022-04-15	       	   	W	IUPUI	at	OAK  	 	   	 	C			
   ACC	 76062	2022-04-15	    TBA	ET 	W	LOU  	at	NCST 	 	   	 	C			
  Ptrt	116629	2022-04-15	    TBA	ET 	W	MONM 	at	COLG 	 	   	 	 			
   OVC	 32744	2022-04-15	    TBA	CT 	W	MURR 	at	SE MO	 	   	 	C			
   ACC	 75996	2022-04-15	    TBA	   	W	SYR  	at	MIA  	 	   	 	C			
   OVC	 32691	2022-04-15	    TBA	CT 	W	TNST 	at	EIU  	 	   	 	C			
    MW	 68813	2022-04-15	    TBA	   	W	USU  	at	WYO  	 	   	 	C			
   ACC	 76219	2022-04-15	       	   	W	VT   	at	GT   	 	   	 	C			
 C-USA	 66532	2022-04-15	 9:00am	ET 	W	CHAR 	at	VCU  	 	   	 	 			
 SnBlt	 36298	2022-04-15	 9:30am	ET 	W	GASO 	at	GAST 	 	   	 	C			
    MW	 68815	2022-04-15	10:00am	   	W	AFA  	at	FRES 	 	   	 	C			
   OVC	 32716	2022-04-15	11:00am	CT 	W	BEL  	at	SIUE 	 	   	 	C	[Live Stats](http://stats.statbroadcast.com/statmonitr/?id=381100)		
    MW	 68809	2022-04-15	11:00am	   	W	UNLV 	at	SDSU 	 	   	 	C			
   ACC	 75986	2022-04-15	12:00pm	ET 	W	ND   	at	WAKE 	 	   	 	C			
 C-USA	 66869	2022-04-15	12:00pm	MT 	W	SCCC 	at	UTEP 	 	   	 	 			
  MAAC	 72338	2022-04-15	 1:00pm	ET 	W	MONM 	at	COLG 	 	   	 	 			
   SCn	106006	2022-04-15	 1:30pm	   	W	MER  	at	WOF  	 	   	 	C			
    MW	 68811	2022-04-15	 2:00pm	   	W	BOISE	at	CSU  	 	   	 	C			
   OVC	 32749	2022-04-15	 2:00pm	CT 	W	PEAY 	at	UTM  	 	   	 	C			
 SnBlt	 37381	2022-04-15	 2:00pm	CT 	W	TULN 	at	SALA 	 	   	 	 			
 Amrcn	 36182	2022-04-15	 3:00pm	   	W	TULN 	at	SALA 	 	   	 	 			
  Hrzn	 39281	2022-04-15	 3:00pm	   	W	UIC  	at	YSU  	 	   	 	C			
   ACC	 75988	2022-04-15	 3:00pm	   	W	UVA  	at	CLEM 	 	   	 	C			
   ACC	 75990	2022-04-15	 4:00pm	   	W	BC   	at	FSU  	 	   	 	C			
  Hrzn	 39272	2022-04-15	 4:00pm	   	W	MILW 	at	CLEV 	 	   	 	C			
  Bg12	155139	2022-04-15	 5:00pm	CT 	W	OKLA 	at	OKST 	 	   	 	C			
   ACC	 75992	2022-04-15	 6:00pm	ET 	W	UNC  	at	DUKE 	 	   	 	C			
   OVC	 32692	2022-04-16	    TBA	CT 	W	BEL  	at	EIU  	 	   	 	C			
    MW	 68819	2022-04-16	    TBA	   	W	CSU  	at	USU  	 	   	 	C			
  MEAC	 61515	2022-04-16	    TBA	ET 	W	DSU  	at	TOW  	 	   	 	 			
   SCn	105922	2022-04-16	    TBA	   	W	FUR  	at	ETSU 	 	   	 	C	[Live Stats](http://stats.statbroadcast.com/broadcast/?id=382271)		
  MEAC	 61471	2022-04-16	    TBA	ET 	W	MORG 	at	COPP 	 	   	 	C			
  Ptrt	116398	2022-04-16	    TBA	ET 	W	NAVY 	at	BU   	 	   	 	C			
  Hrzn	 39280	2022-04-16	       	   	W	NKU  	at	OAK  	 	   	 	C			
  MAAC	 72384	2022-04-16	    TBA	ET 	W	QUIN 	at	SIEN 	 	   	 	C			
  Bg12	155170	2022-04-16	    TBA	CT 	W	TTU  	at	TCU  	 	   	 	C			
 C-USA	 66700	2022-04-16	    TBA	CT 	W	UNT  	at	LT   	 	   	 	C			
    MW	 68821	2022-04-16	    TBA	   	W	WYO  	at	BOISE	 	   	 	C			
   Ivy	 55005	2022-04-16	    TBA	ET 	W	YALE 	at	COR  	 	   	 	C			
 BgSky	 48519	2022-04-16	 9:00am	PT 	W	SACST	at	IDAHO	 	   	 	C			
 Amrcn	 36085	2022-04-16	11:00am	   	W	ECAR 	at	ELON 	 	   	 	 			
    MW	 68825	2022-04-16	11:00am	   	W	FRES 	at	UNM  	 	   	 	C			
    MW	 68827	2022-04-16	11:00am	   	W	SDSU 	at	NEV  	 	   	 	C			
   OVC	 32717	2022-04-16	11:00am	CT 	W	TNST 	at	SIUE 	 	   	 	C	[Live Stats](http://stats.statbroadcast.com/statmonitr/?id=381101)		
 C-USA	 66636	2022-04-16	11:00am	CT 	W	UAB  	at	MTSU 	 	   	 	C			
   SCn	106026	2022-04-16	12:00pm	   	W	CHAT 	at	UNCG 	 	   	 	C			
   Ivy	 55115	2022-04-16	12:00pm	ET 	W	HARV 	at	PRIN 	 	   	 	C			
  Bg12	156137	2022-04-16	12:00pm	   	W	KSU  	at	KAN  	 	   	 	C			
   OVC	 32751	2022-04-16	12:00pm	CT 	W	MURR 	at	UTM  	 	   	 	C			
  MAAC	 74844	2022-04-16	12:00pm	ET 	W	RIDER	at	FAIR 	 	   	 	C			
 C-USA	 66628	2022-04-16	12:00pm	ET 	W	WKU  	at	MRSH 	 	   	 	 			
  Ptrt	116440	2022-04-16	 1:00pm	ET 	W	ARMY 	at	BUCK 	 	   	 	C			
   Ivy	 54962	2022-04-16	 1:00pm	ET 	W	BROWN	at	CLMB 	 	   	 	C			
   Ivy	 55091	2022-04-16	 1:00pm	ET 	W	DART 	at	PENN 	 	   	 	C			
   OVC	 32745	2022-04-16	 1:00pm	CT 	W	PEAY 	at	SE MO	 	   	 	C			
 C-USA	 66701	2022-04-16	 2:00pm	CT 	W	GRAM 	at	LT   	 	   	 	 			
 BgSky	 48628	2022-04-16	 2:00pm	MST	W	PRST 	at	NAU  	 	   	 	C			
  Bg12	155058	2022-04-16	 2:00pm	CT 	W	TEX  	at	BAY  	 	   	 	C			
 Amrcn	 36064	2022-04-16	 2:00pm	   	W	UCF  	at	USF  	 	   	 	 			
  Hrzn	 39282	2022-04-16	 2:00pm	   	W	UIC  	at	CLEV 	 	   	 	C			
 C-USA	 66757	2022-04-16	 3:00pm	ET 	W	JMU  	at	ODU  	 	   	 	 			
  Hrzn	 39276	2022-04-16	 3:00pm	   	W	MILW 	at	YSU  	 	   	 	C			
  MAAC	 74855	2022-04-16	 3:00pm	ET 	W	MONM 	at	NIA  	 	   	 	C			
  Bg12	155152	2022-04-16	 3:00pm	CT 	W	PEPP 	at	OKST 	 	   	 	 			
 C-USA	 66775	2022-04-16	 3:00pm	CT 	W	RICE 	at	SMU  	 	   	 	 			
 Amrcn	 36157	2022-04-16	 4:00pm	   	W	RICE 	at	SMU  	 	   	 	 			
 C-USA	 66629	2022-04-16	 4:00pm	ET 	W	WVSU 	at	MRSH 	 	   	 	 			
   ACC	 76208	2022-04-17	       	   	W	BC   	at	MIA  	 	   	 	 			
   Ivy	 55006	2022-04-17	    TBA	ET 	W	BROWN	at	COR  	 	   	 	C			
   ACC	 76063	2022-04-17	    TBA	ET 	W	ND   	at	NCST 	 	   	 	C			
   ACC	 76002	2022-04-17	    TBA	   	W	SYR  	at	FSU  	 	   	 	C			
 Amrcn	 36200	2022-04-17	       	   	W	TEM  	at	TULSA	 	   	 	 			
   ACC	 76004	2022-04-17	       	   	W	UVA  	at	GT   	 	   	 	C			
   ACC	 76220	2022-04-17	       	   	W	VT   	at	CLEM 	 	   	 	C			
 C-USA	 66758	2022-04-17	 9:00am	ET 	W	CHAR 	at	ODU  	 	   	 	C			
   ACC	 75998	2022-04-17	11:00am	ET 	W	LOU  	at	WAKE 	 	   	 	C			
 BgSky	 48492	2022-04-17	11:00am	PT 	W	SACST	at	EWU  	 	   	 	C			
  Bg12	155087	2022-04-17	11:00am	CT 	W	WVU  	at	ISU  	 	   	 	C			
   Ivy	 55129	2022-04-17	12:00pm	ET 	W	DART 	at	PRIN 	 	   	 	C			
  Bg12	155119	2022-04-17	12:00pm	CT 	W	PEPP 	at	OKLA 	 	   	 	 			
   Ivy	 55092	2022-04-17	 1:00pm	ET 	W	HARV 	at	PENN 	 	   	 	C			
  MEAC	 61532	2022-04-17	 1:00pm	ET 	W	HOP  	at	MORG 	 	   	 	 			
   Ivy	 54960	2022-04-17	 1:00pm	ET 	W	YALE 	at	CLMB 	 	   	 	C			
 Amrcn	 36158	2022-04-18	11:00am	   	W	MEM  	at	SMU  	 	   	 	 			
  Ptrt	116513	2022-04-18	 2:00pm	ET 	W	LOY  	at	RIDER	 	   	 	 			
Sthlnd	 41286	2022-04-19	 2:30pm	CT 	W	XULA 	at	UNO  	 	   	 	 			
    MW	 68829	2022-04-21	12:00pm	   	W	WYO  	at	CSU  	 	   	 	C			
   Ivy	 55007	2022-04-22	    TBA	ET 	W	PRIN 	at	COR  	 	   	 	C			
    MW	 68835	2022-04-22	    TBA	   	W	WYO  	at	NEV  	 	   	 	C			
    MW	 68839	2022-04-22	10:00am	   	W	AFA  	at	SDSU 	 	   	 	C			
   OVC	 32658	2022-04-22	10:00am	CT 	W	TNST 	at	PEAY 	 	   	 	C			
   OVC	 32718	2022-04-22	 1:00pm	CT 	W	EIU  	at	SIUE 	 	   	 	C	[Live Stats](http://stats.statbroadcast.com/statmonitr/?id=381102)		
    MW	 68833	2022-04-22	 1:00pm	   	W	FRES 	at	BOISE	 	   	 	C			
   Ivy	 54958	2022-04-22	 1:00pm	ET 	W	PENN 	at	CLMB 	 	   	 	C			
   Ivy	 55049	2022-04-22	 2:00pm	ET 	W	BROWN	at	HARV 	 	   	 	 			
    MW	 68837	2022-04-22	 2:00pm	   	W	UNM  	at	UNLV 	 	   	 	C			
   Ivy	 55032	2022-04-22	 2:00pm	ET 	W	YALE 	at	DART 	 	   	 	C			
   OVC	 32784	2022-04-23	    TBA	   	W	UTM  	at	TNST 	 	   	 	C			
    MW	 68841	2022-04-23	10:00am	   	W	AFA  	at	UNLV 	 	   	 	C			
    MW	 68849	2022-04-23	10:00am	   	W	USU  	at	FRES 	 	   	 	C			
 BgSky	 48629	2022-04-23	11:00am	MST	W	NAU  	at	GCU  	 	   	 	 			
    MW	 68845	2022-04-23	12:00pm	   	W	NEV  	at	CSU  	 	   	 	C			
 BgSky	 48702	2022-04-23	12:00pm	   	W	SACST	at	UCD  	 	   	 	 			
  Hrzn	 39250	2022-04-23	 1:00pm	   	W	CLEV 	at	YSU  	 	   	 	C			
   OVC	 32879	2022-04-23	 1:00pm	   	W	PEAY 	at	MURR 	 	   	 	C			
  Hrzn	 38844	2022-04-23	 2:00pm	CT 	W	OAK  	at	MILW 	 	   	 	C			
    MW	 68843	2022-04-23	 2:00pm	   	W	UNM  	at	SDSU 	 	   	 	C			
  Hrzn	 38828	2022-04-24	    TBA	ET 	W	NKU  	at	IUPUI	 	   	 	C			
  Ptrt	116518	2022-04-24	11:00am	ET 	W	HRTCC	at	LOY  	 	   	 	 			
 BgSky	 48493	2022-04-24	11:00am	PT 	W	IDAHO	at	EWU  	 	   	 	C			
  Hrzn	 38905	2022-04-24	11:00am	CT 	W	OAK  	at	UIC  	 	   	 	C			
   Ivy	 54932	2022-04-24	12:00pm	ET 	W	DART 	at	BROWN	 	   	 	C			
   Ivy	 55113	2022-04-24	 1:00pm	ET 	W	CLMB 	at	PRIN 	 	   	 	C			
   Ivy	 55090	2022-04-24	 1:00pm	ET 	W	COR  	at	PENN 	 	   	 	C			
   Ivy	 55207	2022-04-24	 1:00pm	ET 	W	HARV 	at	YALE 	 	   	 	C			
